,bookid
2141,3148553
2142,1706758
2143,3410699
2144,2099981
2145,1968911
2146,1706767
2147,3410713
2148,3410714
2149,3410715
2150,1182489
2151,3410717
2152,1182494
2153,1706781
2154,3017504
2155,3672864
2156,1444642
2157,1444643
2158,1444648
2159,1968938
2160,3410732
2161,1313580
2162,3410734
2163,1313582
2164,1051440
2165,3148591
2166,1444656
2167,3017523
2168,1837876
2169,3410740
2170,3410742
2171,3410743
2172,3410739
2173,1051449
2174,3410745
2175,3410747
2176,3410744
2177,3803958
2178,3803966
2179,3410751
2180,3803967
2181,3410753
2182,3410754
2183,4852541
2184,3803965
2185,3410757
2186,3410752
2187,3410759
2188,3410760
2189,3410761
2190,3410762
2191,3410763
2192,1706824
2193,1051467
2194,1706830
2195,1968982
2196,2100055
2197,1706840
2198,1968985
2199,3410782
2200,3410787
2201,1051492
2202,1051493
2203,1313636
2204,1444711
2205,1313639
2206,1313641
2207,3017576
2208,1051491
2209,2886508
2210,4197229
2211,1051502
2212,3410797
2213,4197231
2214,3017585
2215,1051500
2216,1051507
2217,4197236
2218,3017588
2219,4066165
2220,1837939
2221,3017592
2222,1444728
2223,1051513
2224,3017590
2225,3410812
2226,2362236
2227,1051517
2228,3017599
2229,1575803
2230,1051524
2231,4328325
2232,1051526
2233,3410826
2234,1444748
2235,3410829
2236,3410830
2237,1051533
2238,3410832
2239,3017617
2240,3410833
2241,3410835
2242,1313682
2243,3410836
2244,3410837
2245,1182615
2246,2362263
2247,3410841
2248,3410842
2249,3410834
2250,4066204
2251,3410845
2252,3410844
2253,1051550
2254,3017632
2255,1444766
2256,1444770
2257,1837986
2258,4852642
2259,1182629
2260,1051552
2261,1051559
2262,1969064
2263,1444776
2264,1444778
2265,2362283
2266,1051557
2267,2362285
2268,1313715
2269,1051571
2270,3410867
2271,3410870
2272,3410871
2273,1051580
2274,3410881
2275,1444804
2276,1051588
2277,1182662
2278,1706951
2279,1444807
2280,1444809
2281,1313738
2282,3410884
2283,3126788
2284,1444813
2285,1051591
2286,1706959
2287,4852691
2288,1051604
2289,1575897
2290,1313754
2291,1444827
2292,1444833
2293,1444834
2294,1444835
2295,1444836
2296,1838052
2297,1444838
2298,1838055
2299,1051623
2300,3279841
2301,3279847
2302,1313765
2303,1313772
2304,1838054
2305,1706990
2306,1706987
2307,2362352
2308,1838064
2309,1051634
2310,2362355
2311,2362359
2312,3279864
2313,3279866
2314,4721659
2315,1444859
2316,1707005
2317,3017723
2318,2362363
2319,1051650
2320,3410946
2321,1051655
2322,3017738
2323,1051659
2324,1182731
2325,3017740
2326,1051663
2327,1182735
2328,3017745
2329,1575954
2330,2100244
2331,4721686
2332,1051671
2333,2100247
2334,1575961
2335,1051674
2336,4721690
2337,1051676
2338,1182749
2339,1575959
2340,1838111
2341,1575967
2342,1838113
2343,1707042
2344,1313826
2345,1444900
2346,1707045
2347,1182758
2348,1707044
2349,1313832
2350,3017768
2351,1707050
2352,1575978
2353,1444907
2354,5245994
2355,1838127
2356,1838129
2357,3542066
2358,1707059
2359,1051699
2360,2362417
2361,1313845
2362,1051703
2363,2362424
2364,3830203
2365,4721724
2366,2100287
2367,2100288
2368,1051714
2369,1051715
2370,1444930
2371,1576005
2372,1838147
2373,1838148
2374,1707076
2375,4721737
2376,2362442
2377,2362443
2378,1444940
2379,1838149
2380,4852805
2381,2362440
2382,1838160
2383,3017810
2384,2362451
2385,1313875
2386,2362450
2387,1313877
2388,3804247
2389,1707096
2390,3411035
2391,1313887
2392,2362464
2393,1051745
2394,1576034
2395,3804259
2396,1444964
2397,1051749
2398,1576038
2399,3148903
2400,2231400
2401,3017833
2402,1051754
2403,1838187
2404,1969260
2405,1969259
2406,1313902
2407,1313903
2408,3017840
2409,2058707
2410,1051762
2411,3411059
2412,1313909
2413,2100341
2414,1838199
2415,1576054
2416,2231418
2417,1444988
2418,4721790
2419,3017857
2420,2100353
2421,1444995
2422,3673223
2423,3017867
2424,1313935
2425,1445008
2426,3804304
2427,1445009
2428,1445011
2429,1707156
2430,2362516
2431,1707158
2432,1707159
2433,1313944
2434,1707161
2435,1707162
2436,3017885
2437,1051806
2438,1313949
2439,3699966
2440,4066466
2441,1051813
2442,1182885
2443,1051817
2444,1182890
2445,1838255
2446,1838256
2447,4197554
2448,1051827
2449,1313980
2450,3542204
2451,1051841
2452,3017921
2453,2100418
2454,4721859
2455,4721864
2456,1051849
2457,1051853
2458,1051858
2459,3673301
2460,1445082
2461,2231515
2462,1051873
2463,3017954
2464,1314018
2465,1314019
2466,4768094
2467,1838312
2468,1051882
2469,3411181
2470,1051885
2471,1182960
2472,2362609
2473,3542259
2474,1182966
2475,1838327
2476,1051899
2477,3673340
2478,1182973
2479,3280126
2480,1051904
2481,1051911
2482,1051912
2483,1051913
2484,1051919
2485,1445135
2486,3411219
2487,3018006
2488,1051928
2489,1051931
2490,1838364
2491,1183004
2492,4721950
2493,4721951
2494,3018016
2495,2362656
2496,1969441
2497,1969443
2498,1969445
2499,1183014
2500,1051943
2501,3018023
2502,1838377
2503,3673386
2504,3018025
2505,1969448
2506,3018029
2507,1051950
2508,1969449
2509,1969457
2510,1445169
2511,3018035
2512,3673393
2513,1051957
2514,3018038
2515,3804468
2516,1051960
2517,1183033
2518,3018042
2519,3411257
2520,1314103
2521,3018045
2522,3411261
2523,1838400
2524,1051973
2525,1051975
2526,3018057
2527,2362698
2528,3018059
2529,1314121
2530,4066638
2531,3673423
2532,2231632
2533,3018067
2534,1051989
2535,1314134
2536,2362709
2537,1052003
2538,4853091
2539,1838437
2540,4853094
2541,1838436
2542,1052007
2543,1838441
2544,3018089
2545,4197739
2546,1052014
2547,1052027
2548,1052029
2549,1052031
2550,3149184
2551,1052033
2552,3673479
2553,3018119
2554,1838472
2555,3673483
2556,3018127
2557,3673489
2558,1052055
2559,3542425
2560,3018138
2561,3673499
2562,2231708
2563,3673497
2564,2362780
2565,1445279
2566,1052063
2567,3411361
2568,1052065
2569,1052067
2570,3673508
2571,4090792
2572,3411367
2573,1052072
2574,1052074
2575,2100651
2576,1314220
2577,1052077
2578,3673517
2579,1969583
2580,1052082
2581,1183157
2582,2362808
2583,1183161
2584,4853177
2585,1445308
2586,1314237
2587,3149245
2588,1314238
2589,1052093
2590,1445320
2591,2231754
2592,3411404
2593,2058777
2594,2362833
2595,1052114
2596,3018196
2597,1314262
2598,1052118
2599,1445338
2600,3149275
2601,1052123
2602,1052124
2603,1052127
2604,4197857
2605,4066788
2606,1969637
2607,1707493
2608,4197869
2609,2231790
2610,1052144
2611,1314289
2612,4853234
2613,4722163
2614,4722164
2615,4328949
2616,3018230
2617,2231796
2618,4853240
2619,4328953
2620,4328950
2621,4328952
2622,1314294
2623,3411444
2624,4328951
2625,1183231
2626,1052160
2627,4853249
2628,1183233
2629,1838594
2630,3542532
2631,4722181
2632,1445382
2633,1445381
2634,4722182
2635,1445383
2636,4197893
2637,3018251
2638,4197899
2639,4722183
2640,3673614
2641,1052175
2642,3673616
2643,4328972
2644,1052178
2645,3018259
2646,3673620
2647,3673621
2648,1838622
2649,4328993
2650,2362915
2651,1314340
2652,3149349
2653,3018278
2654,2362920
2655,3018280
2656,1052203
2657,3149355
2658,3411501
2659,2362923
2660,2362929
2661,4066866
2662,3673651
2663,2362932
2664,4197940
2665,1707574
2666,1445433
2667,1445435
2668,5246524
2669,2231870
2670,1183295
2671,3149376
2672,2100804
2673,3673670
2674,2362953
2675,1183305
2676,3018315
2677,3018316
2678,1183308
2679,3673676
2680,3411532
2681,1052241
2682,3018322
2683,1052242
2684,1052245
2685,1445461
2686,4066904
2687,3018335
2688,3673696
2689,3149410
2690,3018339
2691,2100836
2692,4853349
2693,3673702
2694,4722280
2695,3149416
2696,1052264
2697,1969772
2698,1576558
2699,1576559
2700,2362992
2701,3673715
2702,1052276
2703,1838710
2704,1183353
2705,2363002
2706,3018365
2707,2231934
2708,3673727
2709,3149439
2710,3542657
2711,4198018
2712,3149443
2713,3149440
2714,3018373
2715,4198022
2716,3673736
2717,1576587
2718,1838731
2719,1314449
2720,3149460
2721,1576597
2722,4198041
2723,1445531
2724,1314463
2725,3673760
2726,1850406
2727,1707682
2728,1314467
2729,3018404
2730,3018405
2731,1445538
2732,1445543
2733,1052321
2734,3673771
2735,4198063
2736,1052336
2737,1445558
2738,3149496
2739,3149497
2740,1445563
2741,1052347
2742,1314491
2743,1183422
2744,4198078
2745,1314495
2746,1052355
2747,1314500
2748,3149508
2749,1838788
2750,1052360
2751,3149514
2752,1969870
2753,1445585
2754,1445586
2755,1314514
2756,3149524
2757,3411669
2758,3411668
2759,1838801
2760,1445588
2761,1052376
2762,3411674
2763,1969883
2764,1052380
2765,1969885
2766,1707741
2767,1707743
2768,3149536
2769,3149537
2770,3149538
2771,1707747
2772,3018468
2773,3411685
2774,1052388
2775,4722403
2776,3411680
2777,4722402
2778,1314538
2779,1445602
2780,4198124
2781,3542765
2782,1969901
2783,2100975
2784,3018479
2785,3149553
2786,3411698
2787,1576692
2788,2232055
2789,1183481
2790,1052410
2791,1052411
2792,2363132
2793,3804924
2794,1969918
2795,2363135
2796,1445629
2797,2232058
2798,2232059
2799,3804931
2800,3149568
2801,4067077
2802,4722430
2803,1707783
2804,2363144
2805,1052424
2806,1445642
2807,1707788
2808,1052429
2809,1314582
2810,1052439
2811,1445661
2812,1052446
2813,3411745
2814,4067105
2815,1052451
2816,1838882
2817,2970650
2818,4853545
2819,1445675
2820,2970652
2821,1052463
2822,1969973
2823,1445685
2824,2756407
2825,1183544
2826,3018554
2827,1052477
2828,1052478
2829,1838909
2830,1183556
2831,1183564
2832,1445709
2833,3018576
2834,1052504
2835,3542874
2836,1445724
2837,5246812
2838,1052510
2839,1445727
2840,5246819
2841,5246820
2842,1445733
2843,1052520
2844,5246826
2845,5246827
2846,1052528
2847,1052531
2848,1445747
2849,1445749
2850,5246838
2851,1445750
2852,1445752
2853,1445753
2854,5246835
2855,1838963
2856,1052541
2857,2101118
2858,3149695
2859,3149697
2860,1052545
2861,1052549
2862,3542920
2863,1445768
2864,1445770
2865,1838988
2866,1314700
2867,1445776
2868,1445777
2869,1445778
2870,5246866
2871,1445779
2872,1052562
2873,1183638
2874,1052568
2875,3280792
2876,3674013
2877,4722591
2878,3805096
2879,1052585
2880,1839019
2881,1052592
2882,1183668
2883,1445816
2884,1970105
2885,1183676
2886,1839040
2887,1445825
2888,1314753
2889,3411907
2890,1970116
2891,1314757
2892,3411908
2893,1314759
2894,1970117
2895,1445833
2896,1052617
2897,1314765
2898,1707982
2899,1052629
2900,1052636
2901,3543004
2902,1183710
2903,1183711
2904,1052642
2905,1052646
2906,1970153
2907,1839081
2908,1708012
2909,1052652
2910,2101228
2911,1052653
2912,1970156
2913,3674096
2914,1708018
2915,1183730
2916,1314804
2917,1314807
2918,3149816
2919,1445881
2920,1314810
2921,3127002
2922,3018753
2923,3149826
2924,1183747
2925,1052675
2926,3149831
2927,3280908
2928,1314829
2929,1970190
2930,1052684
2931,1839117
2932,1183761
2933,1970193
2934,1445907
2935,4722708
2936,1052689
2937,1708054
2938,1839126
2939,1708056
2940,2101269
2941,2101274
2942,4067356
2943,1445917
2944,4722718
2945,1052707
2946,1052708
2947,1052709
2948,4067366
2949,3412006
2950,1970216
2951,3149865
2952,1052714
2953,1970219
2954,1052715
2955,4722732
2956,1839150
2957,1839151
2958,3543083
2959,1052724
2960,1052730
2961,1445949
2962,1351536
2963,1183808
2964,1052739
2965,4198469
2966,1445964
2967,4067406
2968,1314897
2969,1314899
2970,1314900
2971,1445976
2972,1445978
2973,1839198
2974,1052767
2975,3543135
2976,3543137
2977,4853855
2978,3543142
2979,2084961
2980,1052778
2981,1314924
2982,4722798
2983,4722799
2984,1052784
2985,1314930
2986,1970292
2987,3412084
2988,1446004
2989,1708151
2990,1183865
2991,1446010
2992,1183867
2993,1708153
2994,1839230
2995,1052801
2996,1052803
2997,1183880
2998,1314952
2999,1314955
3000,1052813
3001,1708173
3002,1577103
3003,1314959
3004,1052817
3005,3281039
3006,2363536
3007,3543188
3008,2363539
3009,2101399
3010,1314967
3011,3412119
3012,1052828
3013,1052829
3014,1839260
3015,3543200
3016,1314977
3017,1314978
3018,2363555
3019,4722852
3020,4198563
3021,3412134
3022,3412135
3023,1052840
3024,1839273
3025,2101417
3026,3018922
3027,1446052
3028,2363565
3029,3149999
3030,1970353
3031,1314996
3032,2101432
3033,4722872
3034,1315004
3035,1315012
3036,1839301
3037,3412169
3038,2101449
3039,1315018
3040,1970380
3041,1970381
3042,3281102
3043,2101455
3044,3150031
3045,1315026
3046,3281107
3047,1315027
3048,1315029
3049,3805397
3050,1446103
3051,4722905
3052,3412186
3053,3805407
3054,2232544
3055,2232545
3056,1446111
3057,4067552
3058,1052900
3059,1315045
3060,2006831
3061,1315047
3062,2363623
3063,1315050
3064,1577200
3065,3674353
3066,4854001
3067,1315057
3068,1970421
3069,2363639
3070,1052920
3071,1315067
3072,1970428
3073,2101500
3074,4854012
3075,4722943
3076,2363647
3077,1315071
3078,1315074
3079,2363651
3080,1052932
3081,1315075
3082,2363654
3083,2363655
3084,1577221
3085,1052937
3086,3150091
3087,3150092
3088,3150093
3089,1052941
3090,3150095
3091,3150097
3092,2363666
3093,1315091
3094,1315092
3095,1446165
3096,3805463
3097,2363672
3098,1052953
3099,2363674
3100,1052951
3101,2625821
3102,2363678
3103,1052959
3104,2363679
3105,1184030
3106,2363682
3107,2363681
3108,3412260
3109,4067621
3110,3019045
3111,4854054
3112,1052968
3113,1184041
3114,4067626
3115,1052969
3116,3674412
3117,1052973
3118,3281196
3119,4067631
3120,2232615
3121,4067633
3122,1184050
3123,1052979
3124,1184052
3125,3150132
3126,1315127
3127,2232633
3128,1052987
3129,4067644
3130,1052990
3131,2232638
3132,1315134
3133,3150145
3134,2363716
3135,3543364
3136,1839432
3137,1053001
3138,1053004
3139,3674447
3140,1315151
3141,1053009
3142,4067665
3143,1315155
3144,4067668
3145,1184084
3146,4198738
3147,1315165
3148,1315166
3149,1315167
3150,2363744
3151,1315169
3152,2363745
3153,1315171
3154,3019108
3155,1315173
3156,1446243
3157,1315175
3158,1315172
3159,1446245
3160,1708391
3161,1577317
3162,1839468
3163,1446250
3164,1315182
3165,4067694
3166,1970544
3167,1315184
3168,1315186
3169,1315187
3170,1315188
3171,3674485
3172,1315190
3173,1315191
3174,1315192
3175,1315193
3176,3150195
3177,1315195
3178,3150203
3179,4723062
3180,1970553
3181,1315199
3182,1970560
3183,1970562
3184,3674498
3185,3805573
3186,1315209
3187,4198794
3188,1315211
3189,1315212
3190,1315213
3191,1970573
3192,1315215
3193,1446283
3194,1315220
3195,1839508
3196,2101653
3197,3543446
3198,1839514
3199,1446299
3200,1446300
3201,1315228
3202,1446302
3203,1446301
3204,1053088
3205,1970588
3206,1315234
3207,1315235
3208,1970595
3209,1315237
3210,1053093
3211,1315239
3212,1315240
3213,3674537
3214,1315242
3215,1315243
3216,3674540
3217,1315241
3218,1315246
3219,1315247
3220,1315248
3221,1315249
3222,1315250
3223,1315251
3224,1053107
3225,3805618
3226,1053109
3227,1315254
3228,4198831
3229,1315257
3230,1315258
3231,2363834
3232,1315260
3233,1053114
3234,1315262
3235,1315263
3236,1315264
3237,1970620
3238,4067778
3239,1315266
3240,1839556
3241,1315269
3242,1053119
3243,1315265
3244,3150276
3245,1315271
3246,1315274
3247,1839557
3248,3281354
3249,4067792
3250,1970640
3251,1053138
3252,1053140
3253,1184214
3254,1839575
3255,3281373
3256,4067806
3257,2363871
3258,2363872
3259,1315299
3260,3412452
3261,1053157
3262,1839589
3263,1315301
3264,1315304
3265,1970660
3266,3517874
3267,3517873
3268,2363881
3269,3019245
3270,1315309
3271,3281391
3272,1315312
3273,1315313
3274,1839601
3275,1053171
3276,1446388
3277,4067828
3278,1053174
3279,1839607
3280,1839608
3281,1839609
3282,1577466
3283,3022897
3284,1970684
3285,1839613
3286,3805694
3287,3150334
3288,1053182
3289,1970689
3290,1839617
3291,1577473
3292,1839620
3293,3805701
3294,1329547
3295,1446407
3296,1053192
3297,1184264
3298,1446409
3299,4067843
3300,1446415
3301,1446417
3302,1053204
3303,1315354
3304,1433758
3305,1016933
3306,3150366
3307,2606080
3308,2006894
3309,1053220
3310,1184293
3311,2363941
3312,1053221
3313,3101061
3314,1184295
3315,2101805
3316,1446447
3317,1446448
3318,2101811
3319,3543610
3320,2006899
3321,1053244
3322,1577533
3323,1053246
3324,1053247
3325,1053249
3326,1970759
3327,3543627
3328,1053259
3329,1577547
3330,1184333
3331,1315407
3332,1184335
3333,3805777
3334,1839698
3335,1053267
3336,3465791
3337,1184342
3338,3150423
3339,2232921
3340,2232923
3341,1184348
3342,1184347
3343,2363998
3344,2232925
3345,2364000
3346,1315425
3347,1315426
3348,1315424
3349,1315429
3350,1315430
3351,3674734
3352,1053294
3353,1053300
3354,2364027
3355,1577600
3356,1053313
3357,1577602
3358,2101892
3359,2232965
3360,1053318
3361,3412616
3362,1970825
3363,3805834
3364,1053325
3365,1446544
3366,3412625
3367,1053331
3368,1315476
3369,2364053
3370,1053334
3371,1446549
3372,3412633
3373,2364058
3374,3543706
3375,1053341
3376,1577631
3377,1121166
3378,4854439
3379,1970855
3380,1577641
3381,1053354
3382,1839786
3383,1053357
3384,1839790
3385,1970862
3386,3019437
3387,1315503
3388,1970867
3389,1839796
3390,1577653
3391,1577660
3392,3150524
3393,3412670
3394,1839809
3395,1053379
3396,1315525
3397,4199111
3398,1446606
3399,3412687
3400,1839823
3401,1053405
3402,1446621
3403,1053409
3404,4854498
3405,1970915
3406,1970916
3407,2364133
3408,1446630
3409,1315560
3410,1446632
3411,3150570
3412,1446635
3413,1053420
3414,2364141
3415,1839850
3416,2364143
3417,1315569
3418,2364146
3419,1970933
3420,2233077
3421,1315575
3422,2364152
3423,1315577
3424,5247739
3425,1315582
3426,1315587
3427,4068099
3428,1577734
3429,1577735
3430,1315593
3431,1839882
3432,1315596
3433,2364182
3434,1053463
3435,1315609
3436,2364186
3437,2102043
3438,1446684
3439,2102045
3440,4068125
3441,3674910
3442,1446688
3443,1839907
3444,4068131
3445,2364197
3446,1315621
3447,1053479
3448,3019555
3449,1577767
3450,1839909
3451,1053493
3452,1446710
3453,2364215
3454,1839940
3455,1315654
3456,1315656
3457,1053516
3458,1315662
3459,1053520
3460,3150675
3461,1053525
3462,1053526
3463,1577815
3464,1577818
3465,1053530
3466,1053532
3467,2364253
3468,1315678
3469,1315675
3470,1053536
3471,1315680
3472,1446753
3473,1315683
3474,2364260
3475,1446757
3476,1446752
3477,1053543
3478,1446761
3479,1446762
3480,1577833
3481,3806060
3482,2102128
3483,1053554
3484,2364277
3485,1053557
3486,1577848
3487,1053562
3488,1839996
3489,1446780
3490,4199294
3491,4117141
3492,1840006
3493,2102151
3494,1446790
3495,1577865
3496,1053580
3497,1053581
3498,2102156
3499,1315731
3500,1053591
3501,1446812
3502,4199327
3503,4068260
3504,4068263
3505,4199336
3506,1446826
3507,1446827
3508,1577900
3509,1971117
3510,3806126
3511,2006973
3512,1485941
3513,1315764
3514,1053623
3515,1184697
3516,1184698
3517,4199355
3518,1446843
3519,1840059
3520,1315775
3521,1053634
3522,4199363
3523,1708995
3524,2102210
3525,3019719
3526,1315788
3527,1446867
3528,1446869
3529,1446870
3530,1053654
3531,1577944
3532,3150808
3533,1053659
3534,1315804
3535,4199388
3536,1446878
3537,1577955
3538,1577956
3539,1315814
3540,4723688
3541,1577965
3542,1446895
3543,1446898
3544,4199412
3545,1446901
3546,4199413
