author,book_id
Jessica Shirvington,[8635145]
John Keats,[138134]
Joseph Boyden,[823411]
Khushwant Singh,[785454]
Craig Silvey,[8407173]
Marlon James,[20893314]
Jami Attenberg,[13525938]
Thomas Piketty,[18736925]
Arthur Goldhammer,[18736925]
Peter Carey,"[110090, 316496]"
Elmore Leonard,[702539]
Nathanael West,[113441]
Alfred Kazin,[113441]
Keri Arthur,[172764]
John Darnielle,[20575425]
Richard DiLallo,"[6266907, 10844125]"
Iris Chang,[95784]
Sarah Jane Hails,[48318]
Chuck Wendig,[25131600]
Sarah McCoy,[12547098]
Martin Pistorius,[12204857]
Megan Lloyd Davies,[12204857]
Lisa Renee Jones,[15717721]
Jeffery Hudson,[7663]
Adelle Waldman,[16045140]
Linda Castillo,[6115138]
Michael Frayn,[79649]
Alice Munro,"[14280, 6464937]"
Susan Ericksen,"[10402992, 213975, 268598, 102857]"
Cornelius Ryan,"[161156, 539904]"
Mildred Benson,[233637]
Kelly McGonigal,[10865206]
Paul  Edwards,[472025]
Richard Wilhelm,[534289]
Cary F. Baynes,[534289]
Peter Watts,[48484]
Alexis de Tocqueville,[16619]
Isaac Kramnick,[16619]
Gerald Bevan,[16619]
Erica Bauermeister,[4313522]
Martin Amis,"[18825, 23031]"
Brian Herbert,"[761575, 99219, 20253, 99218, 20252, 20249]"
Joseph O'Neill,[2615008]
Alan Bennett,[1096390]
بهرام مقدادی,[22911]
Fritjof Capra,[10238]
Elizabeth Eulberg,[6609714]
Renée Knight,[23346719]
Richard Dixon,[10314376]
Yann Martel,[7176578]
George Sher,[584637]
Jack Finney,"[127515, 40526]"
Melvin Burgess,[824508]
Brad Meltzer,[7932146]
William Zinsser,[53343]
Thomas A. Harris,[134353]
Martin Heidegger,[92307]
Kenneth Oppel,[428042]
Thomas Tryon,[219535]
Colin Meloy,[10431447]
Daniel Tammet,[74812]
Rachel Van Dyken,[17560674]
Conor Grennan,[8564644]
Mark T. Sullivan,"[11343348, 14781219]"
Ilsa J. Bick,[9975679]
Robert William Chapman,[91582]
Michelle Paver,[295305]
Geoff Taylor,[295305]
Gavin Extence,[15984268]
H.L. Mencken,[18304]
Lawrence Wright,[110890]
K.R. Dwyer,[32438]
Sarah Jio,"[9724798, 13543138]"
Kyung-Sook Shin,[8574333]
신경숙,[8574333]
Chi-Young Kim,[8574333]
Brian Michael Bendis,[105973]
Olivier Coipel,[105973]
Tim Townsend,[105973]
Rick Magyar,[105973]
John Dell,[105973]
Scott Hanna,[105973]
Frank D'Armata,[105973]
Chris Eliopoulos,[105973]
James Taveras,[105973]
Omar Otieku,[105973]
Tom Valente,[105973]
Esad Ribic,[105973]
Booker T. Washington,[827685]
Ishmael Reed,[827685]
René Goscinny,[71292]
Albert Uderzo,[71292]
Derek Hockridge,[71292]
Robert Fulghum,[34760]
Jay Bonansinga,[10869746]
Jonathan Haidt,[96884]
Kimberly Kirberger,[427920]
Alison Croggon,"[393146, 393145]"
Christopher  Ryan,[7640261]
Cacilda Jethá,[7640261]
Vera B. Williams,[835202]
Sid Fleischman,[11824]
Peter Sís,"[11824, 295169]"
Jenny Davidson,[219499]
Anne Fortier,[6718608]
Scott Sigler,[2331954]
Gloria Naylor,[765811]
Steve Krug,[3368]
Laurie Thompson,"[39795, 39792, 39801, 8755555, 6596542]"
Catherine Coulter,[342240]
James Lee Burke,"[55022, 55018, 55019]"
Janice Y.K. Lee,[4332082]
J.L. Bourne,[74821]
Leil Lowndes,[35210]
Joshilyn Jackson,[223462]
Phil Knight,[27220736]
Tim Winton,[343881]
Natsuo Kirino,[25365]
Stephen Snyder,[25365]
David  Perlmutter,[17333302]
Kristin Loberg,[17333302]
Annie Dillard,[12527]
Daphne Merkin,[31491]
Kathryn Lasky,[35805]
Saul Bellow,"[6551, 52783]"
Megan Abbott,[12982393]
Alaa Al Aswany,[128711]
علاء الأسواني,[128711]
Ree Drummond,[8483233]
Leo Lionni,[114308]
Anne Enright,[998133]
Michael Moorcock,[30036]
Caroline Alexander,[537375]
Julianna Baggott,[9680114]
Diane Duane,[116563]
R.C.S. Libri,[10507]
Rajaa Alsanea,[1476261]
Ha Jin,[235773]
Judith Guest,[160251]
Dylan Thomas,[367802]
Peter  May,"[10305247, 12782865]"
Gary Jennings,[550454]
Heather O'Neill,[22207]
Carolyn  Parkhurst,[89691]
Ambrose Bierce,[920649]
Miriam Toews,[13374]
Charles Stross,[17863]
Don Winslow,"[206236, 23602561, 8008928]"
Robert Hurley,[1875]
Dorothy Gilman,[140524]
Hugh Laurie,[45234]
James Grady,[2579284]
V.S. Naipaul,"[5849, 5845]"
John Locke,"[448836, 364550]"
Nicholas Carr,[6966823]
Natasha Solomons,[11488123]
Martin Luther King Jr.,[42547]
Clayborne Carson,[42547]
Mineko Iwasaki,[522534]
Rande Brown,[522534]
A.W. Tozer,[666758]
Howard E. Wasdin,[9739365]
Stephen Templin,[9739365]
John Galsworthy,[103159]
James Anderson,[25403]
Gene Wolfe,[60211]
Georgette Heyer,"[261689, 311196]"
Friedrich A. Hayek,[299215]
William Pène du Bois,[837501]
Donald A. Norman,[840]
Leslye Walton,[18166936]
J. Courtney Sullivan,[16071736]
John Foxe,[609035]
W. Grinton Berry,[609035]
Simon Kuper,[6617185]
Stefan Szymanski,[6617185]
John Verdon,[7853137]
Betty Friedan,[38723]
David Colbert,[483445]
Danielle Steel,"[26506, 59836, 59887]"
Corban Addison,[11469379]
Ilon Wikland,[19312]
Jill M. Morgan,[19312]
Jacqueline Wilson,"[462684, 511527, 266765, 511684]"
Nick Sharratt,"[462684, 511527, 511684]"
Patricia Gaffney,[130916]
Emmy Laybourne,[12753231]
Lorrie Moore,[6076387]
Andrew Sinclair,[929782]
David Scott Kastan,[13020]
David Axton,[32426]
David Farland,[144127]
Suzanne Rindell,[17329041]
Alan Dean Foster,"[35125, 599090, 25387202]"
Sara Pennypacker,[517344]
Marla Frazee,[517344]
Edward Gorey,[402128]
Geoff Colvin,[4485966]
Martin Sixsmith,[6791212]
Liz Murray,[1432370]
Tony Parsons,[47345]
John Gribbin,[513367]
F. Paul Wilson,[62571]
Chris Tebbetts,[9798177]
Laura Park,[9798177]
Hans Fallada,[3344411]
Michael Hofmann,[3344411]
Geoff Wilkes,[3344411]
Alwyn Hamilton,[24934065]
Joseph L. Henderson,[123632]
Jolande Jacobi,[123632]
John Freeman,[123632]
Marie-Louise von Franz,[123632]
Steven  Rowley,[27276262]
Louise Doughty,[17452179]
Eiji Yoshikawa,[102030]
Charles Terry,[102030]
Edwin O. Reischauer,[102030]
Matthew      Lewis,[93157]
Arnaldur Indriðason,"[280366, 82991]"
Bernard Scudder,"[280366, 82991]"
Arlette Elkaïm-Sartre,[51985]
Annie Cohen-Solal,[51985]
Carol Macomber,[51985]
Rachel Isadora,[342994]
Sharon Guskin,[25527908]
M.J. Arlidge,[23398806]
Ralph Waldo Emerson,[123845]
J.G. Ballard,[70241]
Adele Faber,[769016]
Elaine Mazlish,[769016]
Kimberly Ann Coe,[769016]
Sydney Taylor,[7926]
Jane Harper,[27824826]
Anthony R. Ferris,[291]
Matthew Mather,[17985262]
Nujood Ali,[6818019]
Delphine Minoui,[6818019]
Linda Coverdale,[6818019]
Damon Knight,[121581]
Dan Jurgens,[154795]
Jerry Ordway,[154795]
Louise Simonson,[154795]
Roger Stern,[154795]
Jon Bogdanove,[154795]
Tom Grummett,[154795]
Jackson Butch Guice,[154795]
Brett Breeding,[154795]
Rick Burchett,[154795]
Doug Hazlewood,[154795]
Dennis Janke,[154795]
Denis Rodier,[154795]
Steven Hall,[144800]
Sonali Deraniyagala,[15771862]
Andrew Solomon,[13547504]
Barbara Park,[958277]
Denise Brunkus,[958277]
James  Jones,[116114]
Michael Moore,[81176]
Elio M. García Jr.,[17345242]
Linda Antonsson,[17345242]
Zoë Heller,[13258]
Erich Segal,[91201]
Amin Maalouf,[142395]
Russell Harris,[142395]
NoViolet Bulawayo,[15852479]
Cath Crowley,[7863274]
John Steptoe,[845403]
Martin E.P. Seligman,[26123]
Cynthia Voigt,"[12125, 11831]"
Kathleen Winsor,[5368]
John  Stephens,[8619814]
William  Kennedy,[267243]
Paul Theroux,[63689]
Lloyd Jones,[543873]
Cate Tiernan,[675614]
Søren Kierkegaard,[24965]
Alastair Hannay,[24965]
Thor Heyerdahl,[790171]
Albert Einstein,[15852]
Nigel Calder,[15852]
Robert W. Lawson,[15852]
Kathy  Keller,[11389341]
Matthew J. Bruccoli,[4662]
Laura Lippman,[351648]
Laurence Sterne,[76527]
Melvyn New,[76527]
Giles Andreae,[765148]
Guy Parker-Rees,[765148]
Peter Laslett,[364550]
Raymond Geuss,[364550]
Stephen Tapscott,[11339]
Georg Wilhelm Friedrich Hegel,[9454]
A.V. Miller,[9454]
John Niemeyer Findlay,[9454]
Anthony Hope,[54492]
J.P. Delaney,[28016509]
Alex Kava,[390305]
M.O. Walsh,[22367526]
Tayeb Salih,[669780]
Denys Johnson-Davies,[669780]
Susan Coolidge,[730501]
Philip G. Zimbardo,[359194]
Michael Pritchard,[361081]
Marv Wolfman,[194479]
George Pérez,[194479]
Patricia Crampton,[19314]
Trina Schart Hyman,[19314]
Neil Smith,[23602504]
Tan Twan Eng,[12031532]
Sarah Prineas,[1809175]
Antonio Javier Caparo,[1809175]
Guy Delisle,[80834]
Stephanie Garber,[27883214]
Jo Walton,[8706185]
Karen V. Kukil,[11623]
Hannu Rajaniemi,[7562764]
Ludwig Wittgenstein,"[12075, 12073]"
Spencer Quinn,[5600151]
Steven Callahan,[121410]
Howard Schultz,[9151181]
Joanne Gordon,[9151181]
Laurence Rees,[978098]
Slavomir Rawicz,[9013]
Walter Mosley,[37100]
Mary Elizabeth Braddon,[588747]
Amanda Foreman,[319300]
Jay Ryan,[16696]
Alan W. Watts,[514210]
Ramez Naam,[13642710]
Heidi Murkoff,[98]
Sharon Mazel,[98]
Arlene Eisenberg,[98]
Sandee Hathaway,[98]
Mark D. Widome,[98]
Eric Schmidt,[23158207]
Jonathan Rosenberg,[23158207]
Alain de Botton,"[23426, 23419]"
Mary Kay Andrews,[38030]
Lisa Jackson,[276877]
Erskine Caldwell,[59091]
Lewis Nordan,[59091]
Kate Summerscale,[1747896]
Loretta Chase,[425377]
Tony Hillerman,[867387]
Elizabeth Bard,[6422680]
Michael Pietsch,[9443405]
Confucius,[27297]
D.C. Lau,[27297]
Giuseppe Tomasi di Lampedusa,[625094]
Paul Jenkins,[22469]
Joe Quesada,[22469]
Bill Jemas,[22469]
Sara Douglass,[231989]
Luke Rhinehart,[70912]
Josephine Tey,[77661]
Anaïs Nin,[11041]
Stephen Lang,[13507011]
Gene Stratton-Porter,[17567]
Amy Bloom,[124272]
Pierre A. Walker,[124272]
Jason Mott,[17182421]
Kate Grenville,[347698]
Ben Carson,[18422]
Cecil Murphey,[18422]
Al Ries,[33449]
Jack Trout,[33449]
Gary Keller,[16256798]
Jay Papasan,[16256798]
Sue Heap,[511527]
Phaedra Patrick,[26722820]
William Kamkwamba,[6419887]
Bryan Mealer,[6419887]
John Cheever,[11686]
Joan Bauer,[522471]
A.M. Homes,[16061734]
Naomi Wolf,[39926]
Lane T. Dennis,[5031805]
Wayne A. Grudem,[5031805]
Miklós Nyiszli,[315578]
Tibère Kremer,[315578]
Bruno Bettelheim,[315578]
Richard Seaver,[315578]
Robert Baldick,[2183]
Geoffrey Wall,[2183]
Tara Sue Me,[17407233]
Jonah Berger,[15801967]
Joe Navarro,[1173576]
Marvin Karlins,[1173576]
Lauren Willig,[84351]
Shūsaku Endō,[25200]
William Johnston,[25200]
Rachel Ward,[6609758]
Bruce Springsteen,[29072594]
Margot Lee Shetterly,[25953369]
Robert Greene,[20995]
Howard Jacobson,[8664368]
David Almond,[24271]
David Hume,[130119]
Mary Lawson,[8646]
Deborah Ellis,[828015]
Stephen Clarke,[10765]
Frantz Fanon,[66933]
Richard Philcox,[66933]
Homi K. Bhabha,[66933]
David Kopp,[974122]
James D. Watson,[126061]
Mary Westmacott,[140345]
Lynda Mullaly Hunt,[22402972]
Fiona Carnarvon,[12926432]
Brian Coffey,"[64960, 64949]"
Ανταίος Χρυσοστομίδης,[59780]
Ελευθερία Κοψιδά,[59780]
Clifford D. Simak,[190999]
Henri J.M. Nouwen,[175113]
Judith Krantz,[350065]
Janne Teller,[6647312]
Martin Aitken,[6647312]
Liz Kessler,[161656]
Sarah Gibb,[161656]
Morgan Rice,[16299991]
Kōbō Abe,[9998]
E. Dale Saunders,[9998]
Helen R. Lane,[77298]
Jennifer Ashley,[5981872]
Stephen Hunter,[127712]
Pauline Réage,[40483]
Sabine d'Estree,[40483]
Jack Higgins,[337623]
Gerry Bothmer,[19307]
Horace Walpole,[12923]
Waris Dirie,[8745]
Cathleen Miller,[8745]
Luciano Bianciardi,[52783]
Erica Jong,[9654]
Sarah Blakley-Cartwright,[9349915]
David Leslie Johnson,[9349915]
Catherine Hardwicke,[9349915]
Nickolas Butler,[17934521]
Mireille Guiliano,[106882]
Lisbeth Zwerger,[132391]
Brent Curtis,[126066]
Patricia Ingham,"[341281, 1990]"
Lesley Livingston,[3064985]
Fernando Pessoa,[45974]
Richard Zenith,[45974]
Marlo Morgan,[32349]
Len Deighton,[171624]
Flann O'Brien,[27208]
Hergé,"[87424, 87425, 179174]"
Leslie Lonsdale-Cooper,"[87424, 87425]"
Michael Turner,"[87424, 87425]"
Anita Amirrezvani,[348632]
Anne Rampling,[43799]
G. Willow Wilson,[13239822]
Lucinda Riley,[12449167]
Cynthia Brantley Johnson,[16076]
Alyssa  Harad,[16076]
Elly Griffiths,[6688087]
Ebba Segerberg,"[39799, 39798]"
Nicky Cruz,[1022866]
Jamie Buckingham,[1022866]
Benedict Freedman,[155712]
Nancy Freedman,[155712]
Paul  Hoffman,[7116709]
Katie Cotugno,[17332564]
Tyler Hamilton,[15823426]
Daniel Coyle,[15823426]
Oliver Brock,[18090150]
Robertson Davies,[74406]
Walter Lord,[61834]
Donald Ray Pollock,[10108463]
Saroo Brierley,[18111281]
Francisco X. Stork,[3700085]
C.J. Box,[244102]
Jill Alexander Essbaum,[22725443]
Gavin Menzies,[4813]
Liza Klaussmann,[13528417]
G.E.M. Anscombe,[12073]
Will Durant,[31795]
Elaine Pagels,[110763]
Kyle Mills,[17570105]
Armand Schultz,[17570105]
Black Elk,[35476]
John G. Neihardt,[35476]
Ben Mezrich,[6326920]
Tom Standage,[3872]
Robert Hicks,[71622]
Yoko Tanaka,[6345760]
Stephen R. Lawhead,[73906]
Jack Welch,[5559]
John A. Byrne,[5559]
Mike Barnicle,[5559]
Anita Brookner,[251665]
Siri Hustvedt,[125502]
Ken Robinson,[4224060]
Lou Aronica,[4224060]
Apostolos Doxiadis,[6493321]
Christos H. Papadimitriou,[6493321]
Alecos Papadatos,[6493321]
Annie Di Donna,[6493321]
Lori Nelson Spielman,[16127237]
T.J. Reed,[80890]
T.A. Barron,[18392]
Iris Murdoch,"[11229, 11324]"
Mary Kinzie,[11229]
L. Ron Hubbard,[769658]
Samuel Shem,[401876]
Edward E. Ericson Jr.,[70561]
Robert  Beatty,[23507745]
George Lucas,"[599090, 34941]"
Christopher Chabris,[7783191]
Daniel Simons,[7783191]
Charles Bernard Nordhoff,[844051]
James Norman Hall,[844051]
Johanna Lindsey,[891812]
Shirley Foster,[54620]
Sylvia Raphael,[59142]
Christopher Prendergast,[59142]
Thomas C. Foster,[39933]
Walter Moers,[62032]
John Brownjohn,[62032]
Raymond Briggs,[489972]
Winston Graham,[194618]
Gregg Hurwitz,[25663888]
Suetonius,[29022]
Michael Grant,[29022]
Philip Reeve,[287861]
Mark Pearson,[10399742]
William Nicholson,[295169]
Scarlett Thomas,[93436]
Daniel Wallace,[129984]
Ann Cleeves,[644655]
Sarah Pinborough,[28965131]
Robert W. Chambers,[129798]
E.F. Bleiler,[129798]
Nathaniel Branden,[665]
Pascal Mercier,[1528410]
Barbara Harshav,[1528410]
The Waiter,[2187270]
Steve Dublanica,[2187270]
Grant Blackwood,[7997069]
Joe Sacco,[769712]
Jean   Stone,[198511]
Mark Greaney,"[15985392, 18342283, 12687461]"
Miles Davis,[829313]
Quincy Troupe,[829313]
Josh Bazell,[3173125]
Eric Hill,[132609]
Yasunari Kawabata,[14028]
Edward G. Seidensticker,[14028]
Ergin Altay,[17877]
Oprah Winfrey,[21531503]
Glen David Gold,[4599]
Georges Bataille,[436806]
Dovid Bergelson,[436806]
Randolph Hogan,[105189]
Nella Larsen,[349929]
Ntozake Shange,[349929]
Thadious M. Davis,[349929]
Michael Reaves,[47701]
Harry Bernstein,[428223]
Brenna Yovanoff,[7507908]
Val McDermid,[459386]
Robin Norwood,[239509]
Roddy Doyle,[269795]
Danielle Trussoni,[6691426]
Nicholas Pileggi,[158141]
Bart D. Ehrman,[51364]
George Gordon Byron,[119239]
Peter J. Manning,[119239]
Susan J. Wolfson,[119239]
Anna Gavalda,[47780]
Bertolt Brecht,[85679]
David Hare,[85679]
Nic Pizzolatto,[7203669]
Justin Torres,[10306358]
Edmund Spenser,[765427]
Thomas P. Roche,[765427]
C. Patrick O'Donnell,[765427]
Steve Alten,[105744]
John O'Hara,[126583]
Fareed Zakaria,[2120783]
Bill Browder,[22609522]
Cat Patrick,[9415951]
Paul Torday,[1331653]
Alex  Ross,[392563]
Glenn Greenwald,[18213403]
Hafez,[46292]
Barbara Reynolds,[32812]
William  Boyd,"[72148, 77866]"
Alistair MacLean,[149621]
Tonya Hurley,[2508164]
Alafair Burke,"[18143968, 21535784]"
Larry Bond,[981161]
Patrick Larkin,[981161]
Rebecca Cantrell,[15818164]
Michael Herr,[4339]
Lorenzo Carcaterra,[292740]
Richard Brautigan,[46182]
Christopher Priest,[239239]
Amy Waldman,[10364994]
Nick Cave,[6389257]
Jeff Brown,[348564]
Scott Nash,[348564]
Macky Pamintuan,[348564]
Garth Risk Hallberg,[24189224]
Georgia Byng,[807968]
W.P. Kinsella,[57736]
Bob Grant,[831470]
François Lelord,[8257435]
Lorenza García,[8257435]
Indu Sundaresan,[27298]
Isabel Wolff,[5556595]
Hanif Kureishi,[302998]
Michael J. Sandel,[6452731]
Leila Meacham,[6505109]
Jacqueline Sheehan,[697210]
Esi Edugyan,[11076123]
Anne Michaels,[15836]
Jed Rubenfeld,[820394]
Caroline Mustill,[61505]
Clifford Harper,[61505]
Geneen Roth,[6758423]
Naguib Mahfouz,[762134]
William M. Hutchins,[762134]
Olive E. Kenny,[762134]
Teju Cole,[8526694]
Judith Affleck,[1524]
Philip de May,[1524]
Patricia E. Easterling,[1524]
John     Harrison,[1524]
Katharine Hepburn,[145397]
Alice  Miller,[4887]
Ruth Ward,[4887]
Roland Barthes,[51715]
Annette Lavers,[51715]
Malcolm Heath,[13270]
Mary J. Gregor,[60080]
Christine M. Korsgaard,[60080]
Erlend Loe,[604635]
Tor Ketil Solberg,[604635]
Andy Andrews,"[6261270, 56466]"
Linda Fairstein,[85425]
Julie Buxbaum,[25893582]
Tom Holland,[91017]
Eloisa James,[8449698]
Dick King-Smith,[646195]
Maggie Kneen,[646195]
Sebastian Barry,[3419808]
Alex Marwood,[11940384]
John Brunner,[41069]
Gwen Cooper,[6261477]
Mason Currey,[15799151]
Juan Gabriel Vásquez,[16171259]
Neil Postman,[74034]
Andrew Postman,[74034]
Roderick Gordon,[1175893]
Brian  Williams,[1175893]
Donna Leon,[68099]
Virginia M. Axline,[73860]
Bohumil Hrabal,[87280]
Hugh Fraser,[16312]
R.D. Blackmore,[73960]
Michelle Allen,[73960]
Robin Bailey,[388018]
Laura A. Wideburg,[13722526]
Matt Haig,[23363874]
Jack Gantos,[820517]
Ryū Murakami,[17810]
Ralph McCarthy,[17810]
Ben Macintyre,[7632329]
M.C. Beaton,[139176]
David McKee,[179565]
Morton Rhue,[481743]
Todd Strasser,[481743]
François Rabelais,[18266]
M.A. Screech,[18266]
Glen Duncan,[9532302]
Kevin Hawkes,[19106]
Guy Debord,[381440]
Donald Nicholson-Smith,[381440]
Charlie Higson,[603911]
Angie Thomas,[32075671]
Thomas Merton,[175078]
Robert Giroux,[175078]
William H. Shannon,[175078]
Lawrence Kasdan,[25387202]
J.J. Abrams,[25387202]
Michael Arndt,[25387202]
Robert Andrew Parker,[14680]
Alex Berenson,[341553]
Thomas Wolfe,[12448]
Monty Roberts,[8515]
Lucy Grealy,[8515]
Lawrence Scanlan,[8515]
Michael Baigent,[606818]
Richard Leigh,[606818]
Henry Lincoln,[606818]
محمدصادق رئیسی,[28700]
Nils Johnson-Shelton,[20510241]
Peter Telep,[10931321]
Jane Shemilt,[20505127]
Megan McDonald,[930612]
Peter H. Reynolds,[930612]
Sarah Lotz,[18453110]
Mike Carey,[663098]
James Agee,[113091]
James Herbert,[397867]
Adolfo Bioy Casares,[94486]
Suzanne Jill Levine,[94486]
Ruth L.C. Simms,[94486]
Norah Borges de Torre,[94486]
Cathy Hopkins,[710969]
Richard Llewellyn,[40496]
Edward Gibbon,[19400]
Daniel J. Boorstin,[19400]
Gian Battista Piranesi,[19400]
Hans-Friedrich Mueller,[19400]
Rafael Sabatini,[158446]
Warren Ellis,[43739]
Adi Granov,[43739]
Les Edwards,[1335019]
Stephen Jones,[1335019]
Deanna Raybourn,[267869]
Justine Korman Fontes,[1350249]
Richard Henry Dana Jr.,[335397]
Martin Waddell,[716944]
Patrick Benson,[716944]
Joyce Johnson,[10461]
Harry Harrison,[64394]
W.G. Sebald,[88442]
Laura  Barnett,[24480276]
Angela Duckworth,[25813921]
Max Frisch,[10009]
Mary Hoffman,[86737]
Nicci French,[10940958]
Steven Johnson,[8034188]
Alexandra Horowitz,[6332526]
Hugh Ambrose,[7494887]
Giulia Enders,[23013953]
Jill Enders,[23013953]
Yukio Mishima,[162332]
John Nathan,[162332]
Peter Matthiessen,[764165]
John Rawls,[129237]
Oscar Hijuelos,[294081]
Ben Okri,[101094]
